Name	Group	Organism	COX1_beg	COX1_end
NC_012054		Cuora flavomarginata	5384	6931
NC_012055	Actinopterygii	Pseudolabrus eoethinus	5489	7036
NC_012057	Mammalia	Sousa chinensis	5365	6915
NC_012058	Mammalia	Tursiops aduncus	5363	6913
NC_012059	Mammalia	Tursiops truncatus	5363	6913
NC_012061	Mammalia	Delphinus capensis	5362	6912
NC_012062	Mammalia	Grampus griseus	5364	6914
NC_012095	Mammalia	Sus scrofa domesticus	5335	6879
NC_012096	Mammalia	Capricornis crispus	5328	6872
NC_012098	Mammalia	Antilope cervicapra	5327	6871
NC_012100	Mammalia	Giraffa camelopardalis angolensis	5328	6872
NC_012102	Mammalia	Lama glama	5336	6880
NC_012103	Mammalia	Pecari tajacu	5335	6879
NC_012140		Gallirallus okinawae	10140	11690
NC_012141	Mammalia	Martes flavigula	5344	6888
NC_012142		Rallina eurizonoides sepiaria	8678	10228
NC_012143		Coturnicops exquisitus	8878	10428
NC_012312	Actinopterygii	Fundulus heteroclitus	5474	7015
NC_012346	Mammalia	Bison bison	5686	7230
NC_012361	Actinopterygii	Fundulus diaphanus	5478	7019
NC_012374	Mammalia	Rattus rattus	5316	6860
NC_012377	Actinopterygii	Fundulus grandis	5473	7014
NC_012387	Mammalia	Mus musculus castaneus	5329	6873
NC_012389	Mammalia	Rattus exulans	5318	6862
NC_012398		Eretmochelys imbricata	5396	6943
NC_012414		Lissemys punctata	5380	6915
NC_012420		Chamaeleo calyptratus	5242	6789
NC_012422		Chamaeleo africanus	5234	6781
NC_012427		Chamaeleo chamaeleon	5253	6800
NC_012430		Batrachuperus yenyuanensis	5353	6903
NC_012431		Anguis fragilis	5305	6849
NC_012436		Chamaeleo dilepis	5243	6790
NC_012443		Chamaeleo monachus	5220	6767
NC_012444		Chamaeleo zeylanicus	5245	6792
NC_012445		Chamaeleo arabicus	5247	6794
NC_012452		Chamaeleo calcaricarens	5247	6794
NC_012453		Arborophila rufipectus	6596	8146
NC_012461	Mammalia	Rattus praetor	5320	6864
NC_012465		Kinyongia fischeri	5256	6803
NC_012573		Tropidophis haetianus	6110	7681
NC_012576	Actinopterygii	Acipenser gueldenstaedtii	5508	7061
NC_012646	Actinopterygii	Acipenser sinensis	5512	7065
NC_012647		Fejervarya cancrivora	9778	11313
NC_012675	Actinopterygii	Istiompax indica	5498	7048
NC_012676	Actinopterygii	Istiophorus platypterus	5499	7049
NC_012677	Actinopterygii	Xiphias gladius	5506	7056
NC_012678	Actinopterygii	Kajikia audax	5499	7049
NC_012679	Actinopterygii	Tetrapturus angustirostris	5499	7049
NC_012680	Actinopterygii	Makaira mazara	5499	7049
NC_012681	Mammalia	Coelodonta antiquitatis	5354	6898
NC_012682	Mammalia	Diceros bicornis	5351	6895
NC_012683	Mammalia	Rhinoceros sondaicus	5351	6895
NC_012684	Mammalia	Dicerorhinus sumatrensis	5354	6898
NC_012694	Mammalia	Moschus berezovskii	5326	6870
NC_012705	Actinopterygii	Brevimyrus niger	5532	7091
NC_012707	Actinopterygii	Gymnarchus niloticus	5507	7066
NC_012710	Actinopterygii	Chitala blanci	5508	7056
NC_012711	Actinopterygii	Chitala lopis	5508	7056
NC_012712	Actinopterygii	Chitala ornata	5508	7056
NC_012713	Actinopterygii	Notopterus notopterus	5511	7059
NC_012714	Actinopterygii	Papyrocranus congoensis	5528	7075
NC_012715	Actinopterygii	Xenomystus nigri	5520	7067
NC_012717	Actinopterygii	Gnathonemus petersii	5532	7091
NC_012736	Actinopterygii	Lutjanus malabaricus	5489	7039
NC_012737	Actinopterygii	Lutjanus sebae	5490	7040
NC_012761	Mammalia	Galago senegalensis	5363	6904
NC_012762	Mammalia	Otolemur crassicaudatus	5362	6903
NC_012763	Mammalia	Loris tardigradus	5373	6914
NC_012764	Mammalia	Perodicticus potto	5358	6899
NC_012766	Mammalia	Eulemur fulvus fulvus	5348	6889
NC_012769	Mammalia	Eulemur fulvus mayottensis	5348	6889
NC_012770		Oreocryptophis porphyraceus	6175	7776
NC_012771	Mammalia	Eulemur macaco macaco	5346	6887
NC_012772		Platalea leucorodia	6547	8097
NC_012773	Mammalia	Varecia variegata variegata	5358	6899
NC_012774	Mammalia	Carlito syrichta	5367	6908
NC_012775	Mammalia	Saimiri sciureus	5314	6855
NC_012816		Thermophis zhaoermii	6252	7853
NC_012825	Actinopterygii	Cynoglossus semilaevis	6529	8073
NC_012827		Oplurus grandidieri	5268	6815
NC_012829		Basiliscus vittatus	5275	6822
NC_012831		Gambelia wislizenii	5278	6825
NC_012833		Trionyx triunguis	5415	6953
NC_012834		Leiocephalus personatus	5274	6818
NC_012836		Chalarodon madagascariensis	5269	6816
NC_012839		Polychrus marmoratus	5270	6826
NC_012843		Cygnus atratus	8485	10035
NC_012844		Dendrocygna javanica	8496	10046
NC_012895		Lophura nycthemera	6550	8100
NC_012897		Pavo muticus	6562	8112
NC_012900		Polyplectron bicalcaratum	6570	8120
NC_012902		Hemidactylus frenatus	5305	6852
NC_012904	Actinopterygii	Branchiostegus japonicus	5493	7035
NC_012905	Actinopterygii	Branchiostegus albus	5485	7027
NC_012906	Actinopterygii	Gillichthys mirabilis	5465	7018
NC_012907	Actinopterygii	Branchiostegus argentatus	5492	7034
NC_012920	Mammalia	Homo sapiens	5904	7445
NC_012928	Actinopterygii	Thymallus thymallus	6469	8019
NC_012929	Actinopterygii	Thymallus arcticus	6469	8019
NC_012975	Actinopterygii	Oryzias minutillus	5459	7015
NC_012976	Actinopterygii	Oryzias dancena	5449	7005
NC_012979	Actinopterygii	Oryzias luzonensis	5459	7015
NC_012980	Actinopterygii	natural gynogenetic Carassius auratus red var.	6402	7952
NC_012981	Actinopterygii	Oryzias javanicus	5453	7009
NC_013064	Actinopterygii	Erimyzon oblongus	5470	7020
NC_013068	Mammalia	Tscherskia triton	1	1545
NC_013069	Mammalia	Budorcas taxicolor	5329	6873
NC_013071	Actinopterygii	Ictiobus bubalus	5485	7035
NC_013072	Actinopterygii	Xenocypris davidi	5505	7055
NC_013074	Actinopterygii	Moxostoma congestum	5478	7028
NC_013087	Actinopterygii	Takifugu fasciatus	5445	7004
NC_013089	Actinopterygii	Xiphophorus hellerii	5460	7016
NC_013136	Actinopterygii	Platax orbicularis	5484	7034
NC_013137	Actinopterygii	Girella punctata	5492	7042
NC_013138	Actinopterygii	Kyphosus cinerascens	5482	7032
NC_013139	Actinopterygii	Labracoglossa argenteiventris	5481	7031
NC_013140	Actinopterygii	Scorpis lineolata	5484	7043
NC_013141	Actinopterygii	Rhynchopelates oxyrhynchus	5540	7096
NC_013142	Actinopterygii	Kuhlia mugil	5564	7114
NC_013143	Actinopterygii	Oplegnathus punctatus	5490	7040
NC_013146		Threskiornis aethiopicus	6785	8335
NC_013148	Actinopterygii	Siganus unimaculatus	5479	7029
NC_013149	Actinopterygii	Hyperoglyphe japonica	5499	7049
NC_013150	Actinopterygii	Cubiceps pauciradiatus	5478	7028
NC_013151	Actinopterygii	Toxotes chatareus	5518	7068
NC_013181	Actinopterygii	Enoplosus armatus	5475	7025
NC_013182	Actinopterygii	Microcanthus strigatus	5495	7045
NC_013183	Actinopterygii	Scophthalmus maximus	5601	7151
NC_013186	Actinopterygii	Sinocyclocheilus altishoulderus	6409	7959
NC_013189	Actinopterygii	Sinocyclocheilus grahami	6405	7955
NC_013244		Hemiphaga novaeseelandiae	5402	6952
NC_013270		Quasipaa spinosa	5598	7148
NC_013276	Mammalia	Mesocricetus auratus	5310	6854
NC_013360	Actinopterygii	Lagocephalus lunaris	5453	7012
NC_013430	Actinopterygii	Carassius auratus x Megalobrama amblycephala tetraploid hybrid	6402	7952
NC_013431	Actinopterygii	Carassius auratus x Megalobrama amblycephala triploid hybrid	6402	7952
NC_013433	Actinopterygii	Carassius auratus x Megalobrama amblycephala pentaploid hybrid	6402	7952
NC_013434	Actinopterygii	Oryzias sinensis	5453	7009
NC_013436	Actinopterygii	Serrivomer sector	5479	7041
NC_013479		Causus defilippii	6302	7903
NC_013481		Micrurus fulvius	6308	7909
NC_013483		Pycnonotus taivanus	5409	6959
NC_013485	Actinopterygii	Rastrelliger brachysoma	5409	6959
NC_013555	Actinopterygii	Herwigia kreffti	5466	7016
NC_013557	Actinopterygii	Leptoderma lubricum	5462	7012
NC_013558	Mammalia	Vicugna vicugna	5336	6880
NC_013559	Actinopterygii	Leptoderma retropinna	5466	7015
NC_013560	Actinopterygii	Narcetes stomias	5462	7012
NC_013562	Actinopterygii	Talismania bifurcata	5460	7010
NC_013563	Mammalia	Proedromys liangshanensis	5302	6846
NC_013564	Actinopterygii	Alepocephalus agassizii	5463	7013
NC_013566	Actinopterygii	Alepocephalus australis	5463	7013
NC_013567	Actinopterygii	Alepocephalus bairdii	5462	7015
NC_013570	Actinopterygii	Alepocephalus productus	5462	7012
NC_013571	Mammalia	Eothenomys chinensis	5308	6852
NC_013572	Actinopterygii	Alepocephalus umbriceps	5463	7013
NC_013574	Actinopterygii	Bathytroctes breviceps	5470	7020
NC_013575	Actinopterygii	Bathytroctes macrolepis	5462	7012
NC_013577	Actinopterygii	Bajacalifornia megalops	5462	7012
NC_013579	Actinopterygii	Bathytroctes michaelsarsi	5463	7013
NC_013581	Actinopterygii	Conocara macropterum	5462	7012
NC_013583	Actinopterygii	Conocara murrayi	5463	7013
NC_013601	Actinopterygii	Pythonichthys microphthalmus	5457	7064
NC_013602	Actinopterygii	Moringua microchir	5479	7074
NC_013603		Pseudotrapelus sinaitus	5175	6737
NC_013605	Actinopterygii	Simenchelys parasitica	5501	7075
NC_013606	Actinopterygii	Coloconger cadenati	5478	7073
NC_013607	Actinopterygii	Kaupichthys hyoproroides	5498	7090
NC_013608	Actinopterygii	Nessorhamphus ingolfianus	5479	7074
NC_013610	Actinopterygii	Rhinomuraena quaesita	5426	7033
NC_013611	Actinopterygii	Derichthys serpentinus	5520	7115
NC_013613	Actinopterygii	Anarchias sp. Ansp	5431	7038
NC_013614	Actinopterygii	Muraenesox bagio	5511	7118
NC_013615		Leptocephalus	5642	7237
NC_013616	Actinopterygii	Culter alburnus	5496	7046
NC_013617	Actinopterygii	Cynoponticus ferox	5527	7134
NC_013618	Actinopterygii	Congriscus sp. Tht2	5489	7084
NC_013619		Tragopan caboti	6598	8148
NC_013620	Actinopterygii	Nemichthys scolopaceus	5460	7034
NC_013621	Actinopterygii	Facciolella oxyrhyncha	5496	7091
NC_013622	Actinopterygii	Moringua edwardsi	5459	7054
NC_013623	Actinopterygii	Hoplunnis punctata	5503	7098
NC_013624	Actinopterygii	Avocettina infans	5505	7079
NC_013625	Actinopterygii	Nettastoma parviceps	5492	7087
NC_013626	Actinopterygii	Labichthys carinatus	5507	7081
NC_013627	Actinopterygii	Serrivomer beanii	5543	7111
NC_013628	Actinopterygii	Stemonidium hypomelas	5921	7483
NC_013629	Actinopterygii	Heteroconger hassi	5505	7100
NC_013630	Actinopterygii	Paraconger notialis	5522	7117
NC_013631	Actinopterygii	Myroconger compressus	5473	7080
NC_013632	Actinopterygii	Ariosoma shiroanago	5503	7110
NC_013633	Actinopterygii	Robinsia catherinae	5467	7059
NC_013634	Actinopterygii	Ilyophis brunneus	5509	7104
NC_013635	Actinopterygii	Myrichthys maculosus	5518	7158
NC_013663	Actinopterygii	Oreochromis niloticus	5478	7073
NC_013700	Mammalia	Nyctereutes procyonoides	5347	6891
NC_013702	Actinopterygii	Acheilognathus signifer	5475	7025
NC_013709	Actinopterygii	Rhodeus suigensis	5477	7027
NC_013711	Actinopterygii	Acheilognathus macropterus	5475	7025
NC_013712	Actinopterygii	Acheilognathus yamatsutae	5477	7027
NC_013724	Actinopterygii	Scomber colias	5518	7077
NC_013725	Actinopterygii	Scomber australasicus	5518	7077
NC_013750	Actinopterygii	Oreochromis aureus	5471	7066
NC_013751	Mammalia	Naemorhedus caudatus	5314	6858
NC_013753	Mammalia	Moschus moschiferus	5326	6870
NC_013754	Actinopterygii	Larimichthys polyactis	5489	7045
NC_013759	Actinopterygii	Pseudogobio esocinus	5495	7045
NC_013761	Actinopterygii	Gila conspersa	5493	7043
NC_013762		Hynobius guabangshanensis	5364	6914
NC_013763	Actinopterygii	Mylocheilus caurinus	5489	7039
NC_013764	Actinopterygii	Raiamas senegalensis	5447	6997
NC_013806		Apteryx owenii	5447	6997
NC_013812	Actinopterygii	Sebastiscus marmoratus	5478	7028
NC_013820	Actinopterygii	Epinephelus bruneus	5497	7047
NC_013825		Hynobius yangi	5357	6907
NC_013829	Actinopterygii	Hyporthodus septemfasciatus	5510	7060
NC_013832	Actinopterygii	Hypoplectrus gemma	6477	8027
NC_013834	Mammalia	Cervus nippon hortulorum	5336	6880
NC_013838		Pycnonotus sinensis	5409	6959
NC_013840	Mammalia	Cervus elaphus yarkandensis	5330	6874
NC_013841		Palea steindachneri	5404	6948
NC_013845	Actinopterygii	Beryx mollis	5478	7028
NC_013864	Actinopterygii	Neoceratias spinifer	5446	6996
NC_013865	Actinopterygii	Haplophryne mollis	5757	7307
NC_013866	Actinopterygii	Melanocetus johnsonii	5487	7037
NC_013867	Actinopterygii	Himantolophus albinares	5468	7027
NC_013868	Actinopterygii	Himantolophus groenlandicus	5466	7016
NC_013869	Actinopterygii	Bufoceratias thele	5461	7011
NC_013870	Actinopterygii	Diceratias pileatus	5462	7012
NC_013872	Actinopterygii	Lophiodes caulinaris	5473	7023
NC_013873	Actinopterygii	Sladenia gardineri	5462	7012
NC_013875	Actinopterygii	Thaumatichthys pagidostomus	5453	7003
NC_013880	Actinopterygii	Cryptopsaras couesii	7833	9383
NC_013882	Actinopterygii	Ceratias uranoscopus	6714	8264
NC_013883	Actinopterygii	Chaunax pictus	5480	7036
NC_013885	Actinopterygii	Gigantactis vanhoeffeni	5448	7004
NC_013886	Actinopterygii	Coelophrys brevicaudata	5492	7054
NC_013975		Hypsiglena jani texana	6196	7797
NC_013978		Columba livia	5381	6931
NC_013979		Lophophorus lhuysii	6573	8123
NC_013981		Pseudoleptodeira latifasciata	6767	8368
NC_013990		Leptodeira polysticta	7973	9574
NC_013993	Mammalia	Homo sapiens ssp. Denisova	5906	7447
NC_013994	Actinopterygii	diploid Megalobrama amblycephala x Xenocypris davidi	6435	7985
NC_013995	Actinopterygii	triploid Megalobrama amblycephala x Xenocypris davidi	6435	7985
NC_014042	Mammalia	Hylobates agilis	5327	6868
NC_014044	Mammalia	Bison bonasus	5687	7231
NC_014045	Mammalia	Hylobates pileatus	5328	6869
NC_014046		Otis tarda	6648	8198
NC_014047	Mammalia	Symphalangus syndactylus	5329	6870
NC_014048		Carettochelys insculpta	5371	6918
NC_014051	Mammalia	Nomascus siki	5325	6866
NC_014052	Actinopterygii	Thunnus thynnus	5325	6866
NC_014054		Apalone ferox	5415	6956
NC_014059	Actinopterygii	Thunnus obesus	5477	7027
NC_014060	Actinopterygii	Oreochromis sp red tilapia	5475	7070
NC_014061	Actinopterygii	Thunnus albacares	5476	7026
NC_014101	Actinopterygii	Thunnus maccoyii	5476	7026
NC_014102		Cuora galbinifrons	5391	6938
NC_014174		Brookesia decaryi	5241	6788
NC_014175		Acanthosaura armata	5241	6788
NC_014176		Trioceros melleri	5285	6832
NC_014177	Actinopterygii	Carassius gibelio	6403	7953
NC_014178		Hydrosaurus amboinensis	5251	6801
NC_014179		Leiolepis guttata	5334	6881
NC_014180		Acryllium vulturinum	6612	8162
NC_014182		Uromastyx benti	5261	6808
NC_014261	Actinopterygii	Silurus glanis	5472	7022
NC_014263	Actinopterygii	Collichthys niveatus	5489	7045
NC_014264	Actinopterygii	Thryssa baelama	5489	7033
NC_014265	Actinopterygii	Amazonsprattus scintilla	5475	7019
NC_014266	Actinopterygii	Brevoortia tyrannus	5477	7030
NC_014269	Actinopterygii	Anchoviella sp. LBP 2297	5477	7021
NC_014270		Lethenteron reissneri	6607	8160
NC_014271	Actinopterygii	Coilia lindmani	5473	7017
NC_014276	Actinopterygii	Coilia reynaldi	5474	7018
NC_014277	Actinopterygii	Lycothrissa crocodilus	5479	7023
NC_014279	Actinopterygii	Lycengraulis grossidens	5477	7021
NC_014281	Chondrichthyes	Callorhinchus callorynchus	5423	6982
NC_014284	Chondrichthyes	Callorhinchus capensis	5424	6983
NC_014288	Chondrichthyes	Chimaera fulva	5444	7003
NC_014292	Chondrichthyes	Harriotta raleighana	5441	7000
NC_014341		Pseudopodoces humilis	5402	6952
NC_014343		Anilius scytale	6424	7977
NC_014350	Actinopterygii	Collichthys lucidus	5487	7043
NC_014351	Actinopterygii	Miichthys miiuy	5481	7037
NC_014353	Actinopterygii	Morone saxatilis	5566	7116
NC_014400		Crotalus horridus	6320	7921
NC_014401		Cuora pani	5389	6936
NC_014404	Actinopterygii	Hapalogenys nigripinnis	6288	7838
NC_014453	Mammalia	Lepilemur hubbardorum	5339	6883
NC_014456	Mammalia	Lynx rufus	6241	7785
NC_014568		Ambystoma barbouri	5302	6849
NC_014571		Ambystoma texanum	5303	6850
NC_014572		Ambystoma unisexual lineage LJJJ	5302	6849
NC_014576		Chrysolophus pictus	6545	8095
NC_014577		Kinosternon leucostomum	5374	6922
NC_014581		Hoplobatrachus tigerinus	7353	8903
NC_014584		Euphlyctis hexadactylus	7418	8968
NC_014586	Actinopterygii	Leiocassis longirostris	5472	7022
NC_014685		Occidozyga martensii	10234	11781
NC_014686	Actinopterygii	Micropterus salmoides salmoides	5472	7022
NC_014689	Actinopterygii	Micropterus floridanus	5471	7021
NC_014690	Actinopterygii	Alosa sapidissima	5480	7030
NC_014691		Leiopelma archeyi	5363	6911
NC_014692	Mammalia	Sus scrofa taivanus	6380	7924
NC_014696	Mammalia	Leggadina lakedownensis	5309	6853
NC_014698	Mammalia	Pseudomys chapmani	5302	6846
NC_014701	Mammalia	Rucervus eldii	5332	6876
NC_014703	Mammalia	Cervus canadensis songaricus	5319	6863
NC_014764		Protopterus aethiopicus	5328	6875
NC_014769		Cuora amboinensis	5394	6941
NC_014770	Mammalia	Panthera tigris amoyensis	6291	7835
NC_014849	Actinopterygii	Cottus poecilopus	5471	7021
NC_014851	Actinopterygii	Cottus hangiongensis	5468	7018
NC_014855	Mammalia	Rattus leucopus	5318	6862
NC_014858	Mammalia	Rattus lutreolus	5322	6866
NC_014859	Actinopterygii	Tachysurus nitidus	5474	7024
NC_014861	Mammalia	Rattus tunneyi	5317	6861
NC_014862	Actinopterygii	Tachysurus vachellii	5470	7020
NC_014864	Mammalia	Rattus villosissimus	5319	6863
NC_014866	Actinopterygii	Silurus meridionalis	5470	7020
NC_014867	Mammalia	Rattus fuscipes	5316	6860
NC_014871	Mammalia	Rattus sordidus	5321	6865
NC_014873	Actinopterygii	Pseudopungtungia tenuicorpus	5482	7032
NC_014877	Actinopterygii	Gobiobotia macrocephala	5490	7040
NC_014878	Actinopterygii	Gobiobotia brevibarba	5488	7038
NC_014879		Podoces hendersoni	5408	6958
NC_014880	Actinopterygii	Microphysogobio koreensis	5492	7042
NC_014881	Actinopterygii	Cynoglossus abbreviatus	6147	7697
NC_014882	Actinopterygii	Acheilognathus somjinensis	5478	7028
NC_014889	Actinopterygii	Pungitius sinensis	5460	7010
NC_014893	Actinopterygii	Pungitius kaibarae	5460	7010
NC_015074		Calliope calliope	5411	6961
NC_015076	Actinopterygii	Jenkinsia sp. CL54	6320	7870
NC_015077		Ixobrychus cinnamomeus	5402	6952
NC_015089	Actinopterygii	Myomyrus macrops	5536	7095
NC_015094	Actinopterygii	Pollachius virens	5443	6993
NC_015097	Actinopterygii	Pollachius pollachius	5443	6993
NC_015100	Actinopterygii	Leptoderma macrophthalmum	5467	7017
NC_015101		Mauremys megalocephala	5467	7017
NC_015102	Actinopterygii	Micromesistius poutassou	5441	6991
NC_015109	Actinopterygii	Clupeonella cultriventris	5469	7019
NC_015112	Mammalia	Heterocephalus glaber	5320	6861
NC_015114		Leiothrix argentauris	5420	6967
NC_015120	Actinopterygii	Merluccius merluccius	5447	6997
NC_015142	Actinopterygii	Carassius auratus ssp Pingxiang	6398	7948
NC_015190		Leptotila verreauxi	2591	4141
NC_015191	Actinopterygii	Channa argus	5471	7021
NC_015192		Nymphicus hollandicus	2643	4190
NC_015193	Actinopterygii	Labeo bata	5484	7034
NC_015194	Actinopterygii	Paralaubuca typus	5496	7046
NC_015195		Acridotheres tristis	5402	6952
NC_015196		Chloris sinica	5399	6949
NC_015197		Eupsittula pertinax chrysogenys	2600	4147
NC_015198		Spinus spinus	5409	6959
NC_015199		Bucorvus leadbeateri	2603	4153
NC_015200		Pica pica	5411	6961
NC_015201		Bycanistes brevis	2602	4152
NC_015202	Actinopterygii	Pennahia argentata	5499	7055
NC_015203		Zenaida auriculata	2592	4142
NC_015205	Actinopterygii	Nibea albiflora	5499	7055
NC_015207		Geotrygon violacea	2597	4147
NC_015232		Cyanoptila cyanomelana	5395	6945
NC_015233		Emberiza chrysophrys	5414	6961
NC_015235		Crocodylus moreletii	5321	6877
NC_015237		Sturnus cineraceus	5404	6954
NC_015239	Actinopterygii	Galaxias gollumoides	5460	7009
NC_015240	Actinopterygii	Galaxias_sp_southern	5458	7008
NC_015241	Mammalia	Microtus fortis fortis	5302	6846
NC_015242	Actinopterygii	Hypomesus nipponensis	5490	7040
NC_015243	Mammalia	Microtus fortis calamorum	5303	6847
NC_015244	Actinopterygii	Mallotus villosus	5531	7081
NC_015246	Actinopterygii	Osmerus mordax	5489	7039
NC_015247	Mammalia	Odocoileus virginianus	380	1924
NC_015305		Odorrana ishikawae	11135	12685
NC_015306	Actinopterygii	Cobitis takatsuensis	5467	7017
NC_015307	Actinopterygii	Niwaella delicata	5469	7019
NC_015332	Actinopterygii	Torquigener hypselogeneion	5446	7005
NC_015336	Actinopterygii	Arothron hispidus	5461	7020
NC_015337	Actinopterygii	Canthigaster valentini	5451	7010
NC_015339	Actinopterygii	Polyspina piosae	5446	7005
NC_015340	Actinopterygii	Lagocephalus sceleratus	5450	7009
NC_015341	Actinopterygii	Sphoeroides parvus	5453	7012
NC_015343	Actinopterygii	Lagocephalus lagocephalus	5444	6994
NC_015344	Actinopterygii	Sphoeroides annulatus	5451	7010
NC_015345	Actinopterygii	Lagocephalus laevigatus	5448	6998
NC_015346	Actinopterygii	Sphoeroides testudineus	5450	7009
NC_015347	Actinopterygii	Tetractenos glaber	5442	7001
NC_015349	Actinopterygii	Omegophora armilla	5454	7013
NC_015350	Actinopterygii	Carinotetraodon lorteti	5443	7002
NC_015351	Actinopterygii	Marilyna darwinii	5443	7002
NC_015352	Actinopterygii	Carinotetraodon salivator	5440	6999
NC_015353	Actinopterygii	Pelagocephalus marki	5452	7011
NC_015355	Actinopterygii	Pao palembangensis	5457	7016
NC_015356	Actinopterygii	Tylerius spinosissimus	5443	7002
NC_015358	Actinopterygii	Tetraodon biocellatus	5458	7017
NC_015361	Actinopterygii	Tetraodon miurus	5458	7017
NC_015363	Actinopterygii	Tetraodon mbu	5462	7021
NC_015365	Actinopterygii	Leiodon cutcutia	5462	7021
NC_015366	Actinopterygii	Monotrete cochinchinensis	5452	7011
NC_015367	Actinopterygii	Torquigener pleurogramma	5447	7006
NC_015368	Actinopterygii	Colomesus asellus	5456	7015
NC_015369	Actinopterygii	Chelonodon pleurospilus	5464	7023
NC_015370	Actinopterygii	Colomesus psittacus	5448	7007
NC_015371	Actinopterygii	Arothron manilensis	5459	7018
NC_015372	Actinopterygii	Canthigaster jactator	5458	7053
NC_015482		Anas formosa	5397	6947
NC_015484	Mammalia	Plecotus auritus	5328	6872
NC_015485	Mammalia	Rhinopithecus avunculus	5323	6867
NC_015486	Mammalia	Rhinopithecus bieti	5325	6869
NC_015525	Actinopterygii	Danio dangila	5489	7039
NC_015526		Phasianus colchicus	6558	8108
NC_015527	Actinopterygii	Rasbora daniconius	5469	7019
NC_015528	Actinopterygii	Leptobarbus hoevenii	5489	7039
NC_015530		Brotogeris cyanoptera	2599	4146
NC_015531	Actinopterygii	Rasbora vaterifloris	5467	7017
NC_015532	Actinopterygii	Psilorhynchus sucatio	5563	7113
NC_015533	Actinopterygii	Barilius bendelisis	5460	7010
NC_015534	Actinopterygii	Sewellia lineolata	5465	7015
NC_015535	Actinopterygii	Trigonostigma espei	5479	7029
NC_015536	Actinopterygii	Cabdio morar	5460	7010
NC_015538	Actinopterygii	Nicholsicypris normalis	5496	7046
NC_015539	Actinopterygii	Tanichthys albonubes	5489	7039
NC_015540	Actinopterygii	Yaoshanicus arcus	5495	7045
NC_015541	Actinopterygii	Luciosoma bleekeri	5464	7008
NC_015542	Actinopterygii	Nannoperca australis	6311	7861
NC_015544	Actinopterygii	Horadandia atukorali	5746	7296
NC_015545	Actinopterygii	Nannoperca obscura	6313	7863
NC_015546	Actinopterygii	Microdevario nana	5541	7103
NC_015547	Actinopterygii	Raiamas guttatus	5461	7011
NC_015548	Actinopterygii	Hemigrammocypris rasborella	5491	7041
NC_015549	Actinopterygii	Salmostoma bacalia	5464	7014
NC_015551	Actinopterygii	Macrochirichthys macrochirus	5493	7043
NC_015611	Actinopterygii	Sarotherodon melanotheron	5472	7067
NC_015613		Acridotheres cristatellus	5403	6953
NC_015614	Actinopterygii	Pseudorasbora parva	5483	7033
NC_015615		Hymenochirus boettgeri	5396	6943
NC_015617		Pipa carvalhoi	5367	6917
NC_015618		Pseudhymenochirus merlini	5362	6909
NC_015620		Rhinophrynus dorsalis	5377	6930
NC_015625	Actinopterygii	Pseudobagrus brevicorpus	5471	7021
NC_015650	Actinopterygii	Silurus lanzhouensis	5467	7017
NC_015653	Actinopterygii	Notothenia coriiceps	2622	4172
NC_015654	Actinopterygii	Chaenocephalus aceratus	2621	4171
NC_015743	Actinopterygii	Tetranematichthys quadrifilis	5484	7034
NC_015745	Actinopterygii	Amblydoras gonzalezi	5465	7015
NC_015746	Actinopterygii	Amphilius sp. NM-2010	5460	7010
NC_015747	Actinopterygii	Pterygoplichthys disjunctivus	5469	7019
NC_015748	Actinopterygii	Centromochlus perugiae	5468	7018
NC_015749	Actinopterygii	Clarias sp. NM-2010	5477	7027
NC_015750	Actinopterygii	Lebiasina astrigata	5483	7039
NC_015751	Actinopterygii	Myleus sp. NM-2010	5483	7039
NC_015752	Actinopterygii	Ichthyborus sp. NM-2010	5469	7019
NC_015753	Actinopterygii	Micralestes sp. NM-2010	5455	7008
NC_015754	Actinopterygii	Gymnorhamphichthys sp. NM-2010	5429	6985
NC_015755	Actinopterygii	Acestrorhynchus sp. NM-2010	5494	7074
NC_015786	Actinopterygii	Histiopterus typus	5483	7033
NC_015787	Actinopterygii	Arripis trutta	5626	7176
NC_015788		Triturus carnifex	5296	6846
NC_015790		Triturus cristatus	5297	6847
NC_015791		Triturus dobrogicus	5297	6847
NC_015792		Triturus karelinii	5298	6848
NC_015793		Nerodia sipedon	6697	8307
NC_015794		Triturus macedonicus	5298	6848
NC_015795		Triturus marmoratus	5298	6848
NC_015796		Triturus pygmaeus	5301	6851
NC_015797	Actinopterygii	Pimelodus pictus	5479	7029
NC_015798	Actinopterygii	Koreocobitis naktongensis	5465	7015
NC_015801	Actinopterygii	Chilodus punctatus	5469	7028
NC_015802		Ficedula zanthopygia	5398	6948
NC_015805	Actinopterygii	Citharinus congicus	5480	7030
NC_015806	Actinopterygii	Silurus asotus	5468	7018
NC_015807		Nycticorax nycticorax	5416	6966
NC_015808	Actinopterygii	Synodontis schoutedeni	5478	7028
NC_015809	Actinopterygii	Auchenoglanis occidentalis	5485	7035
NC_015810		Garrulus glandarius	5408	6958
NC_015811	Actinopterygii	Bunocephalus coracoideus	5439	6989
NC_015812		Python molurus molurus	6180	7781
NC_015813	Actinopterygii	Hydrolycus scomberoides	5465	7021
NC_015815	Actinopterygii	Siniperca scherzeri	5554	7113
NC_015816	Actinopterygii	Hemiodopsis gracilis	5496	7043
