	NC_018052	NC_014288	NC_024102	NC_022729	NC_028341	NC_024110	NC_023455	NC_022732	NC_023361	NC_026208	NC_026696	NC_022821	NC_002012	NC_017882	NC_026210	NC_024862	NC_030254	NC_030328	NC_023521	NC_022193	NC_025954	NC_026871	NC_030216	NC_022841	NC_021963	NC_003137	NC_028537	NC_023948	NC_023266	NC_028337	NC_028344	NC_007173	NC_024059	NC_024599	NC_024937	NC_024276	NC_022148	NC_030271	NC_026774	NC_024570	NC_014284	NC_030189	NC_024284	NC_023505	NC_025942	NC_028339	NC_000893	NC_029324	NC_021443	NC_026307	NC_022822	NC_022691	NC_026216	NC_025778	NC_025512	NC_023951	NC_029493	NC_020611	NC_000890	NC_025520	NC_001950	NC_028343	NC_029843	NC_023525	NC_022679	NC_024596	NC_021442	NC_025578	NC_022415	NC_022819	NC_027182	NC_029399	NC_029480	NC_021132	NC_023808	NC_023527	NC_023116	NC_028325	NC_022735	NC_027497	NC_028338	NC_022731	NC_022837	NC_027521	NC_014292	NC_021615	NC_003136	NC_016429	NC_028342	NC_024101	NC_023944	NC_026287	NC_021768	NC_024055	NC_007230	NC_022730	NC_022733	NC_014281	NC_025498	NC_027081	NC_019641	NC_023522	NC_027649	NC_016686	NC_028340	NC_029400	NC_030215	NC_028508	NC_025328	NC_024269	NC_022734	NC_023520	NC_026285
NC_023951	1.577	1.84	1.642	1.613	1.559	1.6	1.552	1.605	1.583	1.563	1.56	1.085	1.538	1.604	1.493	1.525	1.171	1.555	1.559	1.627	1.51	1.545	1.563	0.6724	1.513	1.504	1.5	1.569	1.557	1.544	1.566	1.488	1.475	1.52	1.346	1.626	1.569	1.563	1.558	1.51	1.769	1.602	1.553	1.48	1.424	1.511	1.448	1.528	1.5	1.102	1.501	1.632	1.578	1.575	1.547	0.1225	1.553	1.557	1.575	1.546	1.629	1.518	1.508	1.656	1.593	1.59	1.568	1.591	1.552	1.544	1.132	1.599	1.572	1.564	1.56	1.561	1.472	1.59	1.616	1.588	1.537	1.595	1.635	1.552	1.824	1.508	1.814	1.484	1.54	1.621	1.558	1.511	1.554	1.542	1.558	1.663	1.634	1.748	1.508	1.565	1.498	1.57	1.581	1.578	1.57	1.512	1.26	1.587	1.588	1.6	1.574	1.518	1.52
NC_029493	1.513	1.831	1.758	1.579	1.41	1.593	0.8799	1.452	1.334	1.717	1.374	1.525	1.477	1.17	1.703	1.326	1.559	1.625	1.362	1.356	1.578	1.327	1.424	1.59	1.707	1.39	1.458	1.41	1.459	1.38	1.39	1.689	1.485	1.604	1.585	1.514	1.222	1.718	1.408	1.73	1.765	0.6863	1.379	1.666	1.588	1.379	1.664	1.641	1.392	1.578	1.357	1.529	1.415	1.349	1.6	1.554	0.1227	1.373	1.414	1.375	1.473	1.382	1.425	1.689	1.351	1.41	1.412	1.547	1.468	1.371	1.517	1.376	1.043	1.72	1.639	1.459	1.73	1.747	1.475	1.739	1.365	1.446	1.711	1.665	1.871	1.339	1.808	1.638	1.363	1.485	1.687	1.372	1.339	1.38	1.703	1.557	1.535	1.785	1.723	1.38	1.679	1.352	1.65	1.126	1.375	1.375	1.596	1.387	1.505	1.471	1.514	1.365	1.648
NC_020611	1.008	1.819	1.793	1.478	0.6718	1.466	1.376	1.428	0.6897	1.7	0.5723	1.522	1.364	1.381	1.62	0.5523	1.517	1.623	0.5435	0.842	1.599	0.5804	0.9409	1.633	1.622	1.33	1.384	0.5704	1.302	0.7013	0.7277	1.642	1.362	1.551	1.53	1.397	1.306	1.713	0.8873	1.717	1.729	1.341	0.59	1.619	1.561	0.6646	1.57	1.622	1.234	1.533	1.238	1.47	1.244	0.8487	1.644	1.557	1.363	0.1226	0.8346	0.3601	1.204	0.6728	0.8104	1.675	0.8361	0.5311	1.311	1.427	1.327	0.6556	1.568	1.191	1.41	1.649	1.673	0.9072	1.633	1.648	1.025	1.701	0.679	1.438	1.7	1.623	1.867	1.263	1.753	1.633	0.6825	1.428	1.596	0.5964	0.6773	0.5402	1.632	1.467	1.49	1.709	1.676	0.4995	1.659	0.568	1.672	1.4	0.7007	0.9211	1.611	0.9061	1.404	1.328	1.372	1.266	1.632
NC_000890	1.052	1.807	1.735	1.514	0.9045	1.567	1.369	1.416	0.9134	1.786	0.8807	1.598	1.404	1.354	1.722	0.8536	1.608	1.616	0.8739	0.9024	1.67	0.8936	0.9418	1.6	1.638	1.376	1.338	0.8726	1.333	0.8962	0.9522	1.671	1.422	1.557	1.565	1.433	1.352	1.727	0.8309	1.762	1.709	1.372	0.8716	1.61	1.581	0.8657	1.577	1.587	1.244	1.519	1.249	1.447	1.215	0.9343	1.658	1.579	1.412	0.8385	0.1231	0.85	1.186	0.8739	0.9125	1.689	0.9279	0.8399	1.35	1.468	1.376	0.8778	1.544	1.214	1.463	1.701	1.728	0.6556	1.647	1.699	0.9351	1.753	0.8821	1.426	1.729	1.599	1.839	1.363	1.782	1.625	0.8851	1.398	1.595	0.8776	0.9068	0.8541	1.72	1.438	1.504	1.706	1.602	0.8601	1.703	0.8879	1.71	1.344	0.936	0.9461	1.641	0.9749	1.439	1.324	1.414	1.318	1.68
NC_025520	1.038	1.813	1.793	1.511	0.6727	1.476	1.374	1.458	0.6888	1.69	0.5776	1.493	1.371	1.407	1.668	0.5662	1.542	1.589	0.5583	0.831	1.631	0.5867	0.95	1.614	1.597	1.29	1.371	0.5771	1.284	0.6936	0.7234	1.597	1.343	1.553	1.515	1.432	1.325	1.67	0.9017	1.671	1.737	1.321	0.6044	1.592	1.585	0.6843	1.625	1.593	1.267	1.53	1.24	1.484	1.259	0.865	1.658	1.547	1.363	0.3606	0.8466	0.1226	1.199	0.6944	0.7985	1.676	0.8466	0.5416	1.286	1.395	1.367	0.6642	1.549	1.192	1.432	1.678	1.622	0.8953	1.646	1.647	1.051	1.678	0.6709	1.435	1.704	1.586	1.851	1.259	1.768	1.615	0.6758	1.445	1.542	0.5954	0.6807	0.556	1.619	1.491	1.482	1.706	1.659	0.5148	1.663	0.5757	1.68	1.361	0.7007	0.9216	1.608	0.8931	1.363	1.331	1.382	1.257	1.692
NC_001950	1.298	1.811	1.799	1.489	1.255	1.592	1.42	1.468	1.235	1.74	1.232	1.616	1.366	1.387	1.663	1.205	1.592	1.616	1.22	1.272	1.604	1.199	1.182	1.665	1.686	1.356	1.392	1.223	1.331	1.243	1.282	1.669	1.42	1.584	1.616	1.442	1.337	1.784	1.267	1.744	1.743	1.408	1.23	1.621	1.644	1.263	1.641	1.634	1.298	1.498	1.276	1.422	1.272	1.228	1.664	1.632	1.475	1.2	1.197	1.193	0.1227	1.284	1.211	1.719	1.259	1.217	1.31	1.474	1.38	1.219	1.628	0.8595	1.524	1.735	1.746	1.222	1.747	1.8	1.146	1.787	1.224	1.538	1.764	1.65	1.81	1.376	1.821	1.669	1.23	1.43	1.608	1.195	1.224	1.213	1.708	1.536	1.548	1.724	1.651	1.189	1.728	1.221	1.733	1.379	1.258	1.324	1.699	1.307	1.446	1.36	1.419	1.311	1.716
NC_028343	1.051	1.814	1.815	1.553	0.6004	1.512	1.3	1.494	0.5882	1.701	0.7174	1.601	1.362	1.377	1.673	0.6778	1.542	1.571	0.69	0.9009	1.635	0.6997	1.018	1.601	1.688	1.298	1.439	0.7021	1.277	0.5782	0.607	1.644	1.413	1.59	1.583	1.469	1.337	1.675	0.9262	1.645	1.737	1.353	0.7241	1.658	1.535	0.1681	1.65	1.626	1.272	1.532	1.239	1.425	1.301	0.9161	1.634	1.535	1.372	0.6733	0.8763	0.6915	1.295	0.1221	0.8622	1.69	0.8839	0.6805	1.371	1.483	1.38	0.7701	1.568	1.236	1.398	1.626	1.678	0.9369	1.697	1.719	1.119	1.684	0.5655	1.476	1.687	1.663	1.843	1.289	1.757	1.6	0.557	1.44	1.647	0.7243	0.5715	0.6957	1.695	1.531	1.526	1.733	1.635	0.6896	1.685	0.6911	1.719	1.352	0.6451	0.9393	1.62	0.9462	1.452	1.32	1.434	1.281	1.635
NC_029843	0.8828	1.834	1.755	1.52	0.847	1.482	1.363	1.483	0.8516	1.717	0.8391	1.57	1.334	1.376	1.638	0.811	1.542	1.592	0.8068	0.9196	1.641	0.84	1.009	1.55	1.609	1.272	1.303	0.8122	1.312	0.8565	0.894	1.668	1.384	1.524	1.551	1.423	1.322	1.72	0.9267	1.666	1.761	1.354	0.8405	1.631	1.578	0.8562	1.524	1.596	1.262	1.541	1.265	1.36	1.297	0.9267	1.62	1.523	1.403	0.8088	0.9132	0.7916	1.222	0.8682	0.1226	1.713	0.915	0.7906	1.355	1.42	1.31	0.8702	1.546	1.255	1.413	1.664	1.694	0.9521	1.668	1.701	1.038	1.73	0.8409	1.472	1.701	1.671	1.857	1.27	1.786	1.566	0.8405	1.38	1.615	0.8532	0.8435	0.813	1.679	1.551	1.48	1.76	1.621	0.7916	1.646	0.84	1.666	1.393	0.8583	0.9633	1.633	0.9352	1.395	1.281	1.334	1.316	1.66
NC_023525	1.7	1.898	1.623	1.72	1.667	1.735	1.649	1.713	1.696	1.027	1.666	1.568	1.664	1.671	1.367	1.655	1.593	1.636	1.675	1.657	1.289	1.642	1.665	1.581	1.737	1.62	1.595	1.645	1.721	1.729	1.727	1.737	1.637	1.635	1.622	1.704	1.685	0.9485	1.695	1.34	1.79	1.645	1.652	1.701	1.614	1.666	1.703	1.7	1.643	1.548	1.691	1.708	1.709	1.677	1.685	1.641	1.655	1.656	1.671	1.657	1.702	1.676	1.695	0.121	1.679	1.652	1.719	1.703	1.719	1.683	1.68	1.695	1.736	1.319	1.325	1.676	1.463	0.9759	1.722	1.028	1.727	1.701	1.554	1.722	1.906	1.672	1.879	1.694	1.712	1.746	1.749	1.648	1.709	1.649	1.438	1.722	1.747	1.779	1.726	1.644	1.297	1.63	0.8342	1.698	1.697	1.704	1.61	1.643	1.697	1.714	1.688	1.704	1.315
NC_022679	1.063	1.807	1.711	1.522	0.9121	1.569	1.344	1.483	0.8837	1.7	0.8726	1.512	1.376	1.34	1.624	0.856	1.533	1.633	0.8782	0.9603	1.606	0.8529	1.05	1.553	1.649	1.35	1.409	0.8668	1.275	0.8823	0.91	1.606	1.383	1.571	1.54	1.484	1.371	1.672	1.022	1.699	1.8	1.337	0.8836	1.617	1.549	0.8782	1.592	1.608	1.275	1.508	1.225	1.402	1.3	0.7005	1.675	1.599	1.326	0.8457	0.9323	0.8557	1.263	0.8888	0.9187	1.694	0.1215	0.8581	1.254	1.564	1.33	0.8898	1.556	1.27	1.409	1.631	1.708	1.017	1.604	1.693	1.121	1.682	0.8715	1.498	1.76	1.663	1.842	1.354	1.776	1.698	0.874	1.376	1.611	0.8747	0.8785	0.8517	1.638	1.537	1.557	1.804	1.623	0.8696	1.663	0.8831	1.658	1.355	0.9201	1.011	1.553	0.6688	1.52	1.359	1.371	1.27	1.648
NC_024596	0.9805	1.782	1.799	1.556	0.6957	1.531	1.375	1.477	0.7099	1.705	0.6044	1.546	1.422	1.386	1.656	0.5925	1.544	1.668	0.5986	0.8645	1.616	0.6144	0.9868	1.563	1.572	1.353	1.367	0.6125	1.282	0.7123	0.7471	1.646	1.415	1.531	1.521	1.446	1.378	1.681	0.8883	1.674	1.722	1.343	0.625	1.598	1.588	0.679	1.553	1.602	1.288	1.523	1.232	1.436	1.312	0.8631	1.642	1.594	1.394	0.5349	0.8437	0.5416	1.21	0.6819	0.7946	1.673	0.8442	0.1226	1.32	1.429	1.355	0.6815	1.536	1.182	1.39	1.664	1.673	0.8643	1.634	1.684	1.038	1.672	0.6886	1.425	1.685	1.632	1.857	1.309	1.764	1.634	0.6949	1.45	1.617	0.6204	0.6936	0.578	1.617	1.541	1.498	1.694	1.648	0.5579	1.66	0.6092	1.627	1.358	0.7208	0.9106	1.621	0.9104	1.409	1.354	1.363	1.255	1.649
NC_021442	1.367	1.813	1.757	1.477	1.331	1.581	1.407	1.457	1.309	1.767	1.282	1.619	1.374	1.418	1.67	1.306	1.596	1.621	1.355	1.298	1.738	1.303	1.311	1.559	1.706	1.368	1.353	1.286	1.004	1.339	1.357	1.7	1.379	1.621	1.548	1.454	1.326	1.745	1.299	1.665	1.671	1.399	1.264	1.593	1.667	1.351	1.666	1.633	0.8364	1.64	0.8641	1.132	0.8127	1.313	1.666	1.594	1.416	1.31	1.334	1.292	1.31	1.37	1.37	1.728	1.246	1.307	0.1222	1.482	1.164	1.292	1.657	1.306	1.427	1.718	1.657	1.327	1.696	1.732	1.233	1.71	1.33	1.507	1.752	1.664	1.861	1.385	1.799	1.639	1.339	1.145	1.633	1.264	1.373	1.285	1.731	1.475	1.536	1.697	1.683	1.295	1.691	1.314	1.694	1.392	1.341	1.354	1.605	1.385	1.443	1.075	1.337	0.983	1.688
NC_025578	1.456	1.855	1.805	1.51	1.471	1.439	1.499	1.42	1.545	1.773	1.465	1.611	1.241	1.558	1.724	1.473	1.668	1.716	1.386	1.513	1.679	1.439	1.47	1.648	1.738	1.374	1.232	1.438	1.542	1.506	1.534	1.746	1.225	1.671	1.616	0.7229	1.527	1.729	1.525	1.736	1.759	1.547	1.451	1.673	1.609	1.485	1.661	1.671	1.443	1.603	1.443	1.608	1.429	1.489	1.675	1.602	1.588	1.433	1.471	1.405	1.474	1.486	1.423	1.733	1.566	1.438	1.485	0.1226	1.489	1.5	1.663	1.519	1.632	1.75	1.727	1.435	1.77	1.724	1.416	1.749	1.495	1.496	1.752	1.665	1.871	1.48	1.834	1.617	1.491	1.628	1.666	1.493	1.494	1.448	1.732	1.506	1.491	1.774	1.738	1.466	1.75	1.523	1.712	1.516	1.465	1.496	1.674	1.469	0.2373	1.504	1.34	1.523	1.7
NC_022415	1.414	1.821	1.712	1.523	1.382	1.542	1.442	1.534	1.393	1.744	1.329	1.546	1.428	1.401	1.68	1.343	1.591	1.616	1.298	1.353	1.709	1.272	1.4	1.598	1.598	1.3	1.426	1.252	1.068	1.385	1.419	1.667	1.4	1.631	1.598	1.418	1.399	1.703	1.361	1.687	1.777	1.477	1.275	1.594	1.619	1.323	1.693	1.645	1.036	1.582	1.087	0.9005	1.145	1.34	1.631	1.555	1.45	1.314	1.366	1.365	1.37	1.355	1.299	1.738	1.314	1.332	1.158	1.467	0.1204	1.329	1.64	1.363	1.431	1.706	1.688	1.331	1.69	1.685	1.348	1.713	1.368	1.47	1.69	1.621	1.851	1.379	1.764	1.625	1.359	0.8966	1.642	1.361	1.335	1.271	1.701	1.595	1.55	1.79	1.679	1.337	1.707	1.33	1.726	1.414	1.385	1.352	1.639	1.307	1.436	0.8671	1.403	1.026	1.737
NC_022819	1.044	1.8	1.775	1.498	0.7766	1.508	1.354	1.462	0.7855	1.731	0.7007	1.596	1.429	1.342	1.668	0.6912	1.57	1.603	0.7025	0.9392	1.615	0.7212	1.061	1.55	1.609	1.33	1.379	0.7107	1.328	0.799	0.8213	1.65	1.373	1.496	1.482	1.47	1.326	1.719	0.9539	1.7	1.715	1.339	0.7203	1.594	1.557	0.7714	1.625	1.598	1.26	1.52	1.261	1.451	1.299	0.887	1.644	1.546	1.358	0.6589	0.882	0.6723	1.212	0.7786	0.8837	1.701	0.893	0.6848	1.293	1.491	1.338	0.1221	1.566	1.233	1.427	1.654	1.684	0.9607	1.639	1.695	1.067	1.723	0.7705	1.468	1.721	1.626	1.861	1.347	1.795	1.674	0.7802	1.401	1.577	0.7219	0.7827	0.6933	1.687	1.523	1.498	1.684	1.687	0.6747	1.661	0.7107	1.692	1.424	0.8123	0.9595	1.656	0.9266	1.465	1.395	1.459	1.288	1.667
NC_027182	1.645	1.849	1.68	1.646	1.601	1.674	1.572	1.642	1.558	1.604	1.554	0.7589	1.614	1.535	1.539	1.523	1.047	1.555	1.588	1.596	1.463	1.539	1.636	1.103	1.547	1.52	1.666	1.534	1.631	1.534	1.56	1.591	1.574	1.519	1.378	1.595	1.586	1.639	1.595	1.562	1.776	1.567	1.561	1.531	1.503	1.55	1.565	1.565	1.539	1.062	1.539	1.63	1.6	1.603	1.598	1.145	1.51	1.568	1.543	1.543	1.636	1.559	1.541	1.688	1.56	1.537	1.645	1.661	1.64	1.555	0.1224	1.632	1.605	1.502	1.547	1.581	1.569	1.573	1.666	1.557	1.527	1.635	1.588	1.482	1.881	1.558	1.788	1.529	1.527	1.712	1.499	1.539	1.545	1.551	1.531	1.681	1.636	1.774	1.504	1.582	1.531	1.548	1.61	1.551	1.615	1.613	1.206	1.624	1.625	1.652	1.579	1.617	1.545
NC_029399	1.31	1.828	1.789	1.496	1.266	1.554	1.446	1.445	1.246	1.757	1.166	1.572	1.357	1.448	1.68	1.196	1.589	1.714	1.164	1.303	1.694	1.262	1.129	1.639	1.631	1.397	1.348	1.188	1.339	1.217	1.244	1.677	1.36	1.558	1.581	1.404	1.379	1.708	1.229	1.796	1.76	1.414	1.21	1.603	1.644	1.237	1.688	1.681	1.282	1.643	1.283	1.412	1.273	1.225	1.696	1.602	1.365	1.193	1.222	1.195	0.872	1.236	1.25	1.714	1.246	1.171	1.305	1.515	1.379	1.231	1.637	0.1231	1.52	1.747	1.735	1.252	1.735	1.748	1.164	1.733	1.203	1.498	1.756	1.63	1.87	1.414	1.786	1.628	1.226	1.436	1.656	1.22	1.265	1.211	1.691	1.482	1.486	1.72	1.672	1.157	1.74	1.201	1.736	1.395	1.24	1.302	1.633	1.286	1.48	1.348	1.418	1.328	1.684
NC_029480	1.46	1.812	1.721	1.586	1.413	1.613	1.024	1.528	1.395	1.752	1.41	1.571	1.568	1.222	1.639	1.376	1.533	1.635	1.395	1.442	1.676	1.375	1.458	1.642	1.72	1.461	1.472	1.404	1.474	1.405	1.435	1.695	1.491	1.651	1.649	1.545	1.291	1.733	1.424	1.696	1.765	1.022	1.414	1.68	1.6	1.396	1.656	1.676	1.391	1.56	1.406	1.538	1.445	1.438	1.655	1.576	1.039	1.412	1.462	1.438	1.523	1.403	1.414	1.751	1.409	1.401	1.416	1.623	1.442	1.432	1.613	1.517	0.1225	1.7	1.705	1.464	1.659	1.727	1.515	1.711	1.391	1.532	1.751	1.724	1.852	1.4	1.815	1.651	1.414	1.563	1.736	1.379	1.393	1.42	1.724	1.54	1.563	1.759	1.674	1.397	1.729	1.382	1.71	1.183	1.431	1.457	1.616	1.411	1.58	1.526	1.522	1.404	1.699
NC_021132	1.666	1.855	1.427	1.759	1.655	1.748	1.688	1.715	1.638	1.269	1.604	1.549	1.662	1.71	1.082	1.588	1.533	1.631	1.602	1.661	1.116	1.621	1.645	1.528	1.634	1.564	1.606	1.581	1.663	1.627	1.631	1.606	1.644	1.608	1.547	1.696	1.756	1.263	1.671	0.8052	1.81	1.681	1.605	1.563	1.541	1.595	1.647	1.643	1.668	1.486	1.546	1.746	1.664	1.634	1.673	1.545	1.695	1.623	1.689	1.656	1.702	1.605	1.626	1.318	1.606	1.643	1.698	1.731	1.687	1.633	1.466	1.723	1.682	0.1196	1.246	1.706	1.273	1.24	1.665	1.298	1.624	1.7	1.413	1.585	1.849	1.581	1.799	1.605	1.644	1.705	1.607	1.611	1.633	1.594	1.248	1.721	1.745	1.815	1.624	1.595	0.7956	1.644	1.317	1.619	1.679	1.711	1.594	1.631	1.711	1.678	1.656	1.651	0.748
NC_023808	1.671	1.842	1.471	1.711	1.65	1.778	1.609	1.622	1.675	1.324	1.64	1.514	1.679	1.657	1.248	1.669	1.466	1.647	1.599	1.579	1.203	1.677	1.615	1.527	1.655	1.674	1.651	1.6	1.72	1.705	1.73	1.676	1.712	1.593	1.554	1.688	1.666	1.293	1.681	1.172	1.778	1.651	1.619	1.619	1.589	1.641	1.652	1.7	1.636	1.523	1.642	1.751	1.655	1.672	1.633	1.536	1.612	1.666	1.705	1.612	1.736	1.651	1.676	1.309	1.695	1.659	1.638	1.693	1.678	1.674	1.501	1.717	1.682	1.223	0.1194	1.729	1.359	1.369	1.675	1.266	1.703	1.652	1.437	1.6	1.891	1.658	1.833	1.626	1.678	1.713	1.612	1.714	1.693	1.594	1.355	1.687	1.67	1.776	1.67	1.69	1.174	1.709	1.307	1.666	1.685	1.76	1.6	1.64	1.68	1.694	1.692	1.718	1.149
NC_023527	1.052	1.802	1.795	1.528	0.9581	1.525	1.445	1.418	0.9412	1.755	0.9009	1.567	1.407	1.439	1.702	0.9025	1.599	1.626	0.8796	0.9431	1.692	0.9228	0.9667	1.599	1.64	1.35	1.338	0.9166	1.355	0.9542	0.991	1.643	1.363	1.611	1.539	1.371	1.379	1.725	0.8587	1.738	1.775	1.399	0.9042	1.649	1.627	0.9179	1.646	1.601	1.251	1.63	1.232	1.413	1.297	0.9687	1.628	1.559	1.43	0.9027	0.6431	0.8845	1.22	0.9122	0.9359	1.694	1.007	0.8577	1.329	1.428	1.337	0.9453	1.571	1.22	1.464	1.727	1.75	0.1222	1.702	1.781	0.9945	1.772	0.9362	1.475	1.753	1.67	1.866	1.398	1.785	1.657	0.9253	1.419	1.627	0.9384	0.9293	0.9321	1.714	1.527	1.504	1.773	1.621	0.8533	1.69	0.9258	1.744	1.459	0.9777	0.9772	1.66	0.9917	1.424	1.38	1.411	1.29	1.702
NC_023116	1.71	1.862	1.489	1.808	1.648	1.656	1.645	1.744	1.608	1.399	1.587	1.502	1.677	1.656	1.264	1.58	1.466	1.646	1.61	1.653	1.264	1.592	1.725	1.53	1.649	1.64	1.702	1.618	1.641	1.594	1.619	1.583	1.709	1.68	1.631	1.706	1.715	1.428	1.651	1.314	1.825	1.669	1.644	1.566	1.643	1.647	1.649	1.591	1.672	1.479	1.626	1.683	1.766	1.672	1.675	1.479	1.712	1.636	1.625	1.641	1.735	1.673	1.647	1.468	1.586	1.624	1.691	1.753	1.683	1.621	1.56	1.704	1.653	1.277	1.357	1.691	0.122	1.446	1.736	1.385	1.592	1.728	1.485	1.686	1.848	1.653	1.827	1.632	1.58	1.651	1.647	1.632	1.612	1.646	1.422	1.722	1.741	1.828	1.588	1.596	1.248	1.629	1.422	1.648	1.67	1.682	1.621	1.697	1.73	1.665	1.636	1.692	1.322
NC_028325	1.712	1.88	1.582	1.779	1.729	1.786	1.662	1.723	1.759	0.9097	1.654	1.627	1.702	1.711	1.334	1.666	1.599	1.739	1.667	1.627	1.386	1.664	1.693	1.592	1.645	1.595	1.691	1.601	1.685	1.735	1.75	1.728	1.69	1.63	1.648	1.72	1.691	0.8475	1.71	1.342	1.806	1.704	1.658	1.6	1.668	1.698	1.684	1.65	1.686	1.513	1.671	1.791	1.67	1.623	1.695	1.567	1.729	1.623	1.685	1.622	1.788	1.705	1.679	0.9827	1.666	1.663	1.714	1.675	1.675	1.679	1.555	1.73	1.704	1.24	1.372	1.771	1.434	0.1207	1.724	0.9408	1.734	1.717	1.571	1.599	1.887	1.631	1.841	1.693	1.739	1.745	1.647	1.65	1.742	1.621	1.494	1.769	1.735	1.813	1.705	1.727	1.266	1.653	1.013	1.664	1.721	1.681	1.659	1.658	1.685	1.762	1.709	1.77	1.256
NC_022735	1.111	1.819	1.813	1.473	1.04	1.553	1.383	1.438	1.069	1.742	1.055	1.601	1.342	1.421	1.685	1.085	1.632	1.693	1.023	1.019	1.691	1.069	0.8609	1.638	1.643	1.387	1.314	1.041	1.369	1.073	1.084	1.707	1.341	1.579	1.552	1.421	1.355	1.709	1.027	1.708	1.7	1.473	1.061	1.634	1.621	1.1	1.621	1.641	1.249	1.642	1.228	1.428	1.207	1.088	1.617	1.621	1.477	1.025	0.9366	1.05	1.14	1.109	1.033	1.738	1.118	1.017	1.25	1.398	1.36	1.061	1.67	1.15	1.518	1.686	1.697	0.9999	1.748	1.738	0.1222	1.774	1.051	1.487	1.764	1.631	1.861	1.408	1.792	1.594	1.074	1.461	1.622	1.043	1.054	1.018	1.774	1.486	1.45	1.72	1.717	1.031	1.725	1.042	1.715	1.409	1.077	1.13	1.642	1.127	1.385	1.38	1.399	1.331	1.677
NC_027497	1.722	1.848	1.59	1.755	1.693	1.748	1.68	1.687	1.664	0.9382	1.67	1.562	1.647	1.699	1.28	1.658	1.607	1.7	1.668	1.704	1.279	1.635	1.728	1.573	1.727	1.636	1.704	1.649	1.731	1.655	1.674	1.723	1.668	1.702	1.639	1.748	1.697	0.8457	1.712	1.363	1.849	1.63	1.647	1.65	1.691	1.663	1.74	1.638	1.7	1.547	1.698	1.729	1.741	1.675	1.722	1.568	1.724	1.681	1.729	1.655	1.774	1.667	1.714	1.026	1.661	1.653	1.696	1.719	1.696	1.705	1.543	1.722	1.694	1.303	1.284	1.757	1.375	0.9361	1.758	0.1208	1.654	1.719	1.514	1.729	1.891	1.645	1.857	1.675	1.659	1.698	1.733	1.66	1.702	1.677	1.387	1.711	1.715	1.849	1.703	1.688	1.273	1.682	0.9902	1.643	1.728	1.707	1.634	1.607	1.716	1.722	1.701	1.712	1.288
NC_028338	1.009	1.793	1.742	1.531	0.5947	1.502	1.343	1.494	0.5393	1.766	0.7184	1.517	1.388	1.404	1.667	0.6883	1.502	1.598	0.701	0.888	1.599	0.7011	1.031	1.572	1.539	1.26	1.404	0.7083	1.254	0.1427	0.1833	1.654	1.36	1.514	1.599	1.451	1.284	1.697	0.9068	1.676	1.752	1.302	0.7328	1.625	1.644	0.554	1.609	1.639	1.247	1.544	1.267	1.362	1.278	0.897	1.612	1.537	1.363	0.679	0.8815	0.6719	1.221	0.5588	0.8502	1.741	0.8815	0.6867	1.308	1.482	1.368	0.7662	1.527	1.192	1.386	1.638	1.72	0.9388	1.606	1.761	1.051	1.674	0.1226	1.441	1.723	1.633	1.834	1.301	1.764	1.607	0.2217	1.332	1.612	0.7363	0.5389	0.7087	1.606	1.524	1.494	1.727	1.655	0.702	1.689	0.6973	1.694	1.371	0.6422	0.935	1.581	0.9529	1.455	1.329	1.383	1.247	1.66
NC_022731	1.47	1.862	1.75	1.227	1.432	1.542	1.445	0.9299	1.39	1.754	1.442	1.575	1.381	1.472	1.669	1.417	1.634	1.656	1.45	1.516	1.681	1.415	1.433	1.67	1.721	1.351	1.374	1.382	1.469	1.444	1.484	1.704	1.373	1.653	1.615	1.407	1.448	1.759	1.495	1.69	1.755	1.464	1.381	1.636	1.578	1.468	1.67	1.676	1.435	1.623	1.437	1.568	1.442	1.469	1.674	1.593	1.439	1.42	1.438	1.426	1.505	1.468	1.464	1.718	1.492	1.423	1.498	1.447	1.475	1.457	1.634	1.479	1.52	1.708	1.671	1.476	1.729	1.732	1.475	1.732	1.438	0.1224	1.751	1.679	1.856	1.345	1.841	1.637	1.453	1.622	1.675	1.412	1.438	1.458	1.71	1.032	1.045	1.741	1.699	1.426	1.738	1.423	1.697	1.446	1.441	1.481	1.67	1.465	1.403	1.515	1.378	1.42	1.634
NC_022837	1.691	1.871	1.559	1.754	1.649	1.686	1.651	1.658	1.687	1.496	1.669	1.552	1.655	1.692	1.361	1.635	1.544	1.644	1.653	1.65	1.293	1.662	1.681	1.562	1.613	1.608	1.654	1.645	1.704	1.671	1.693	1.653	1.632	1.627	1.563	1.693	1.714	1.442	1.667	1.381	1.785	1.677	1.659	1.615	1.597	1.621	1.697	1.626	1.654	1.566	1.63	1.734	1.648	1.701	1.659	1.565	1.65	1.634	1.675	1.639	1.718	1.628	1.639	1.477	1.719	1.624	1.701	1.693	1.634	1.658	1.503	1.706	1.708	1.336	1.37	1.712	1.407	1.513	1.72	1.445	1.67	1.705	0.1129	1.608	1.878	1.609	1.843	1.702	1.681	1.776	1.612	1.634	1.662	1.642	1.407	1.735	1.724	1.801	1.69	1.68	1.314	1.639	1.461	1.681	1.71	1.666	1.617	1.624	1.671	1.744	1.701	1.704	1.33
